Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary
Downwell,"Oct 14, 2015","['Devolver Digital', 'Moppin']",3.5,363.0,363.0,"['Adventure', 'Arcade', 'Indie', 'Platform', 'Shooter']",Downwell is a curious game about a young man with guns for boots venturing down a well in search of untold treasures. Make your way further and further down into a darkness filled with nasty creatures and mysterious secrets and collect the spectacular red gems scattered about the rocks. Step into an oddly placed shop to buy some helpful items or level up between caverns to battle well dwelling monsters and uncover hidden caves filled with riches and relics. No two trips down the well are ever the same!
SpongeBob SquarePants: Battle For Bikini Bottom,"Oct 31, 2003","['Heavy Iron Studios', 'THQ']",3.8,326.0,326.0,"['Adventure', 'Platform']","Bikini Bottom is under attack by robots! Help Spongebob, Patrick, and Sandy save Bikini Bottom from evil robots! The Duplicatotron 3000 is creating an army of robots running amock the city, beach, fields, and everywhere else! With many different worlds to explore and sights to see, this adventure is like none other! References and plenty areas from the show are made to be explored around. The further you delve into the world, the more you learn about the origin of these robots. Are YOU brave enough to save Bikini Bottom?"
LEGO Harry Potter: Years 1-4,"Jun 25, 2010","['WB Games', ""Traveller's Tales""]",3.2,349.0,349.0,"['Adventure', 'Platform', 'Puzzle']","Experience the magic of Harry Potter's first 4 years at Hogwarts School of Witchcraft and Wizardry in an exciting new way. LEGO Harry Potter: Years 1-4 combines the first four Harry Potter books and films in an interactive fun-filled videogame. Players can build the adventure from Privet Drive to the Triwizard Tournament through new LEGO gameplay elements like magical building and spell-casting.
             

              Select from over 100 playable characters including Harry Potter, Ron Weasley and Hermione Granger. Experience the wonder of Hogwarts: attend lessons, mix potions, fly on broomsticks, and complete tasks to collect LEGO studs and relive the adventures like never before with tongue-in-cheek humor and creative customization unique to LEGO videogames."
Dragon Quest V: Hand of the Heavenly Bride,"Jul 17, 2008","['Chunsoft', 'Square Enix']",4.2,371.0,371.0,['RPG'],"The legend of Zenithia continues!
             

              What begins as an innocent voyage of a boy traveling alongside his father develops into an eye-opening adventure that transcends generations. You - a hero in the making - determine your own path, choose your own wife and befriend a wagonload of quirky monsters along the way."
Fear & Hunger,"Dec 11, 2018","['Miro Haverinen', 'Happy Paintings']",3.8,48.0,48.0,"['Indie', 'RPG']",A dark fantasy survival horror RPG in which players must uncover the secrets of the dungeon of Fear & Hunger.
For Honor,"Feb 13, 2017","['Ubisoft Entertainment', 'Ubisoft Montreal']",2.8,236.0,236.0,"['Brawler', 'Fighting']","Enter the chaos of war as a bold Knight, a brutal Viking, or a deadly Samurai. Play the thrilling story campaign or fight in brutal PvP modes, all on new dedicated servers. Enjoy an evolved experience with 18 Heroes, 18 maps, new PvP and ranked modes, thousands of gear items, and more."
Sonic Lost World,"Oct 18, 2013","['Nintendo', 'Sonic Team']",2.5,395.0,395.0,"['Adventure', 'Platform']","When the Deadly Six threaten to destroy his world, Sonic’s new moves & power-ups are the only way to defeat them before it’s too late!
             

              This is the first out of the three titles of Sega and Nintendo's exclusive collaboration, the others being Mario & Sonic at the Sochi 2014 Olympic Winter Games and Sonic Boom: Rise of Lyric/Sonic Boom: Shattered Crystal."
Bug Fables: The Everlasting Sapling,"Nov 21, 2019","['DANGEN Entertainment', 'Moonsprout Games']",4.1,357.0,357.0,"['Adventure', 'Indie', 'RPG', 'Turn Based Strategy']","Bug Fables: The Everlasting Sapling is an adventure RPG following three heroes, Vi, Kabbu, and Leif, as they embark on an epic quest in Bugaria in search of treasure and immortality. The game combines flat objects with 3D physics as the player jumps and utilizes the heroes’ unique abilities to solve puzzles and stun enemies while exploring a variety of unique, colorful areas. Battles are turn-based and with timed button inputs that can enhance your abilities."
Hyrule Warriors: Age of Calamity,"Nov 19, 2020","['Koei Tecmo', 'Omega Force']",3.5,531.0,531.0,"['Adventure', 'Brawler', 'Fighting']","See Hyrule 100 years before the Legend of Zelda: Breath of the Wild game and experience the events of the Great Calamity.
             

              Join the struggle that brought Hyrule to its knees. Learn more about Zelda, the four Champions, the King of Hyrule and more through dramatic cutscenes as they try to save the kingdom from Calamity. The Hyrule Warriors: Age of Calamity game is the only way to see firsthand what happened 100 years ago.
             

              Battle hordes of Hyrule’s most formidable foes. From barbaric Bokoblins to towering Lynels, menacing monsters have emerged in droves. In addition to Link and Zelda, take control of characters like the four Champions and a young Impa. Use their distinct abilities to carve through hundreds of enemies to save Hyrule from the impending Calamity."
LEGO Batman 3: Beyond Gotham,"Nov 11, 2014","[""Traveller's Tales"", 'WB Games']",3.1,373.0,373.0,"['Adventure', 'Platform', 'Puzzle']",The Caped Crusader joins forces with the super heroes of the DC Comics universe and blasts off to outer space to stop the evil Brainiac from destroying Earth.
Moonscars,"Sep 27, 2022","['Black Mermaid', 'Humble Games']",2.9,97.0,97.0,"['Adventure', 'Brawler', 'Indie', 'Platform']","Push the limits of your combat skills, and master new abilities to progress through an unforgiving nonlinear 2D world. Face off against the relentless darkness that seeks to destroy you. In Moonscars, every death is a lesson learnt—and as you overcome each challenge, new truths will be revealed."
The Witcher 3: Wild Hunt - Hearts of Stone,"Oct 12, 2015",['CD Projekt RED'],4.4,159.0,159.0,"['Adventure', 'RPG']","Step again into the shoes of Geralt of Rivia, a professional monster slayer, this time hired to defeat a ruthless bandit captain, Olgierd von Everec, a man who possesses the power of immortality.
              
              This expansion to ""The Witcher 3: Wild Hunt"" packs over 10 hours of new adventures, introducing new characters, powerful monsters, unique romance and a brand new storyline shaped by your choices."
Remnant: From the Ashes,"Aug 20, 2019","['Gunfire Games', 'Perfect World Entertainment']",3.2,304.0,304.0,"['Adventure', 'RPG', 'Shooter']","The world is in ruins. Only a remnant of mankind remains, hunted to near extinction by horrors from another world. As one of the few survivors left, you will venture into portals to fantastic realms to gather the resources and firepower needed to fight back and retake what was lost.
             

              Remnant: From the Ashes is a third-person survival-action game set in a post-apocalyptic world overrun by mythical creatures. The game provides players and up to three of their friends with a unique, customizable gameplay experience filled with intense shooting and melee combat, gear and weapon crafting, character progression and dynamically-generated levels that offer an infinite number of ways to explore and take on deadly monsters and epic bosses."
Halo 5: Guardians,"Oct 27, 2015","['343 Industries', 'Microsoft Studios']",2.5,500.0,500.0,['Shooter'],"Halo 5: Guardians delivers epic multiplayer experiences that span multiple modes, full-featured level building tools, and another chapter in the Master Chief saga. The Master Chief saga continues, with solo and up to 4-player cooperative experience that spans three worlds. A mysterious and unstoppable force threatens the galaxy. The Spartans of Fireteam Osiris and Blue Team must embark on a journey that will change the course of history and the future of mankind."
Hearthstone,"Mar 11, 2014",['Blizzard Entertainment'],2.9,212.0,212.0,"['Card & Board Game', 'Strategy', 'Turn Based Strategy']","Sheathe your sword, draw your deck, and get ready for Hearthstone - the fast paced strategy card game that's easy to learn and massively fun. Start a free game on Battle.net and play your cards to sling spells, summon creatures, and command the heroes of Warcraft in duels of epic strategy.
             

              With powerful prebuilt decks, and hundreds of additional cards to win, craft or purchase - your collection never stops evolving.
             

              Challenge players of all skill levels on Battle.net or hone your skills in practice matches against some of the greatest strategists of Azeroth - Thrall, Uther, Gul'dan, and more!"
Ultimate Spider-Man,"Sep 21, 2005","['Activision', 'Beenox']",3.6,300.0,300.0,['Brawler'],"Based on the comic book of the same name, Ultimate Spider-Man lets you play as either the hero Spider-Man or his arch-nemesis, Venom. Use the unique combat techniques of either Spider-Man or Venom to battle a host of Spider-Man characters. Artistic contributions by the creators of the series make for an authentic Spider-Man experience."
Chop Goblins,"Dec 12, 2022",['David Szymanski'],3.5,56.0,56.0,"['Indie', 'Shooter']","Pursue the malevolent Chop Goblins through time, and foil them with devastating weapons, in this bite-sized FPS from the creator of Dusk, Iron Lung, and Squirrel Stapler"
Secret of Mana,"Aug 06, 1993","['Square Enix', 'Square']",3.3,413.0,413.0,['RPG'],"Initially released in Japan in 1993, Secret of Mana took the world by storm with its innovative real-time battle system and gorgeously rendered world. It continues to stand out among other action RPGs for its seamless gameplay that anyone from beginner to veteran can enjoy.
             

              One of the most memorable elements of the Mana series is the Ring Command menu system. With the single press of a button, a ring-shaped menu appears on the screen, where players can use items, change weapons, and do a variety of other actions without needing to switch screens. This Ring Command menu system for which the Mana series is so well known was first introduced in Secret of Mana and has since appeared in most games in the series.
             

              Play as Randi and his two companions, Primm and Popoi, as they adventure all around the world. At the center of our epic story is the mystical power of Mana. Battle the empire in its quest for control of Mana. Befriend the eight elementals who wield the forces of nature itself. Numerous encounters await at every turn."
428: Shibuya Scramble,"Dec 04, 2008","['Chunsoft', 'Sega']",4.2,249.0,249.0,"['Adventure', 'Visual Novel']","A kidnapping on the streets of Shibuya brings together a hot-blooded detective, hard-hitting journalist, former gang leader, the head researcher of a big pharma manufacturer and a part-timer stuck in cat costume for a series of events each more unexpected and outrageous than the last."
Potion Craft,"Sep 21, 2021","['tinyBuild', 'niceplay game']",3.2,77.0,77.0,"['Indie', 'Point-and-Click', 'Puzzle', 'RPG', 'Simulator']","Potion Craft is an alchemist simulator where you physically interact with your tools and ingredients to brew potions. You're in full control of the whole shop: invent new recipes, attract customers and experiment to your heart's content. Just remember: the whole town is counting on you."
Mega Man Legends,"Dec 18, 1997","['Capcom USA', 'Capcom Production Studio 2']",3.7,361.0,361.0,"['Adventure', 'RPG', 'Shooter']","THE BLUE BOMBER BLASTS INTO A WHOLE NEW DIMENSION
             

              Mega Man blasts his way into the third dimension in an amazing new adventure. Mega Man Legends combines the best of classic Mega Man action with enormous bosses, a riveting storyline and all the depth of the hottest RPG.
             

              Explore vast 3-D worlds in your quest to find the treasure of all treasures, the Mother Lode. You'll love the new 3-D graphics, deadly weapons and non-stop action... unless of course, you're a boss.
             

              * Awesome Weapons!
              
              * Diabolical Bosses!
              
              * Legendary Gameplay!
              
              * Non-Stop 3-D Action!"
Xenoblade Chronicles: Future Connected,"May 29, 2020","['Nintendo', 'Monolith Soft']",3.5,232.0,232.0,['RPG'],Xenoblade Chronicles: Future Connected takes place one year after the main story and delves deeper into the relationship between Shulk and Melia in the face of a mysterious new threat.
Crab Game,"Oct 29, 2021",['Dani'],2.5,96.0,96.0,"['Arcade', 'Fighting', 'Indie', 'Racing', 'Strategy']","Crab Game is a First-Person Multiplayer game where you play through several different minigames based on children's games, until only one player stands victorious."
NEET Girl Date Night,"Oct 21, 2022",,2.7,21.0,21.0,['Visual Novel'],Your friend sets you up on a date with his NEET Cousin Kara.
Dante's Inferno,"Feb 04, 2010","['Electronic Arts', 'Visceral Games']",3.2,321.0,321.0,"['Adventure', 'Brawler']","Dante's Inferno is an epic single player, third-person action adventure game inspired by ""Inferno"", part one of Dante Alighieri's classic Italian poem, ""The Divine Comedy."" Featuring nonstop action rendered at 60 frames-per-second, signature and upgradable weapons, attack combos and mana-fueled spells and the choice of punishing or absolving the souls of defeated enemies, it is a classic Medieval tale of the eternal conflict with sin and the resulting horrors of hell, adapted for a new generation and a new medium."
Haunting Ground,"Apr 21, 2005","['Capcom Production Studio 1', 'Capcom']",3.8,281.0,281.0,['Adventure'],"The story follows Fiona Belli, a young girl who the player must guide through Belli Castle and its immediate environments in an effort to escape. Along the way, players must solve puzzles, unlock doors and evade, hide or attempt to fight against the castle's inhabitants. Fiona is accompanied by Hewie, a White Shepherd and the two must work as a team to solve certain puzzles and outwit their pursuers."
Assassin's Creed Rogue,"Nov 11, 2014",['Ubisoft Sofia'],3.2,384.0,384.0,"['Adventure', 'RPG']","1751. North America. Amidst the chaos and violence of the French and Indian War, Shay Patrick Cormac, a fearless young member of the Assassins order, undergoes a dark transformation that will shape the future of the brotherhood forever. After arguing over a dangerous mission gone tragically wrong, Shay is betrayed by the Assassins who attempt to end his life. Cast aside by those he once called brothers, Shay sets out on a mission to wipe out all who turned against him and ultimately become the most feared Assassin hunter in history. Introducing Assassin’s Creed Rogue, the darkest chapter in the Assassin’s Creed franchise yet. As Shay, you will experience the slow transformation from Assassin to Assassin Hunter. Follow your own creed and set off on an extraordinary journey through New York City, the wild river valley, and far away to the icy cold waters of the North Atlantic in pursuit of your ultimate goal to bring down the Assassins."
Garten of Banban 2,"Mar 03, 2023",['Euphoric Brothers'],1.5,16.0,16.0,"['Adventure', 'Indie']","Continue the story of Banban’s Kindergarten. Delve deeper into the bizarre establishment where the place was left suspiciously empty. Try to survive the unexpected residents, all while uncovering the truth behind the place…"
Pokémon Stadium,"Apr 30, 1999","['HAL Laboratory', 'Nintendo']",3.3,340.0,340.0,"['RPG', 'Turn Based Strategy']","In the game's Stadium Mode, one player competes in 80 different battles, divided into four tournaments. Beat the Stadium Mode and you're in for a bonus battle against the ultimate Pokémon warrior, Mewtwo, as well as a secret mode that gives you 80 brand-new, and devilishly tough battles. There is virtually no way you can beat the secret mode without having trained your own, elite Pokémon. One to four players compete against each other or the computer in a no-holds-barred battle with customizable rules. You can select rental Pokémon for these battles -- but that makes them much too predictable since their selection of techniques isn't determined by the trainer. You can also select quick and easy versus and random battles."
Outlast II,"Apr 25, 2017",['Red Barrels'],2.8,279.0,279.0,"['Adventure', 'Indie']","Outlast 2 is the sequel to the acclaimed survival horror game Outlast. Set in the same universe as the first game, but with different characters and a different setting, Outlast 2 is a twisted new journey into the depths of the human mind and its dark secrets. No conflict is ever black and white."
Elden Ring: Shadow of the Erdtree,releases on TBD,"['FromSoftware', 'Bandai Namco Entertainment']",4.8,18.0,18.0,"['Adventure', 'RPG']",An expansion to Elden Ring setting players on a new adventure in the Lands Between.
Fire Emblem: Thracia 776,"Sep 01, 1999","['Intelligent Systems Co., Ltd.', 'Nintendo']",4.1,329.0,329.0,"['RPG', 'Strategy', 'Tactical']","Fire Emblem: Thracia 776 is a Japanese tactical role-playing game developed by Intelligent Systems and published by Nintendo, and the fifth installment in the Fire Emblem series. It is also the third and final Fire Emblem series title to be released on the Super Famicom.
             

              Fire Emblem: Thracia 776 takes place between Chapters 5 and 6 of the previous game, Fire Emblem: Seisen no Keifu. Several characters from Fire Emblem: Seisen no Keifu appear, such as Leaf, Fin, and Nanna. It takes place in the Thracian peninsula in southeastern Jugdral."
Moonlighter,"May 29, 2018","['Digital Sun Games', '11 bit studios']",3.2,280.0,280.0,"['Adventure', 'Brawler', 'Indie', 'RPG', 'Simulator']","Moonlighter is an Action RPG with rogue-lite elements that demonstrates two sides of the coin – revealing everyday routines of Will, an adventurous shopkeeper that secretly dreams of becoming a hero."
Pikmin 3,"Jul 13, 2013","['Nintendo EAD Software Development Group No.4', 'Nintendo']",4.0,388.0,388.0,"['Adventure', 'Real Time Strategy']","Explore an alien world like no other in the third edition of Nintendo's strategic adventure series. In Pikmin 3, players take command of three explorers and a legion of adorable Pikmin in a fight for survival. By employing the unique abilities of these tiny Pikmin creatures, players will solve puzzles, battle dangerous predators, and recover food needed to save the explorers’ depleted home planet."
Five Nights at Freddy's 4,"Jul 23, 2015","['Scottgames', 'Clickteam']",2.8,199.0,199.0,"['Adventure', 'Indie', 'Point-and-Click', 'Simulator', 'Strategy']","This time, the terror has followed you home.
             

              In this last chapter of the Five Nights at Freddy's original story, you must once again defend yourself against Freddy Fazbear, Chica, Bonnie, Foxy, and even worse things that lurk in the shadows. Playing as a child whose role is yet unknown, you must safeguard yourself until 6am by watching the doors, as well as warding off unwanted creatures that may venture into your closet or onto the bed behind you.
             

              You have only a flashlight to protect yourself. It will scare away things that may be creeping at the far end of the hallways, but be careful, and listen. If something has crept too close, then shining lights in its eyes will be your end."
Chaos;Head Noah,"Feb 26, 2009",['5pb.'],4.0,84.0,84.0,"['Adventure', 'Simulator', 'Visual Novel']","Adventure game of psycho suspense touch that makes 'Delusion' key word. - Story advanced by two or more aspects centering on continuous bizarre murder event (The new generation's frenzy) that occurs in Shibuya. - Six heroines appear. In heroine's peculiar route, various ends and the mysteries"
Nier: Automata - The End of Yorha Edition,"Oct 06, 2022","['Square Enix', 'PlatinumGames']",4.5,68.0,68.0,"['Adventure', 'RPG']","NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.
             

              The NieR: Automata - The End of YoRHa Edition includes the game itself and comes packed with DLC and bonus content for the full experience of the award-winning post-apocalyptic action RPG."
Phoenix Wright: Ace Attorney - Spirit of Justice,"Jun 09, 2016",['Capcom'],3.7,402.0,402.0,"['Adventure', 'Point-and-Click', 'Puzzle', 'RPG', 'Visual Novel']","Ace Attorney 6 continues the investigation and courtroom of its predecessors, in which players take the role of the defense attorneys; Phoenix Wright, Apollo Justice, and Athena Cykes, and try to defend their clients. The game continues the 3D navigation introduced in Phoenix Wright: Ace Attorney âˆ’ Dual Destinies, allowing players to navigate environments from various angles. Along with returning gameplay elements, such as the Mood Matrix introduced in Dual Destinies, the game introduces Spirit Medium Vision, in which the players are shown the memories of victims moment before their deaths and must find contradictions in their five senses to determine what really happened."
Crysis,"Nov 13, 2007","['Crytek Frankfurt', 'Electronic Arts']",3.2,224.0,224.0,"['Adventure', 'Shooter']","From the makers of Far Cry, Crysis offers FPS fans the best-looking, most highly-evolving gameplay, requiring the player to use adaptive tactics and total customization of weapons and armor to survive in dynamic, hostile environments including Zero-G."
Fallout Shelter,"Jun 14, 2015","['Bethesda Game Studios', 'Bethesda Softworks']",2.4,172.0,172.0,"['RPG', 'Simulator', 'Strategy']","Fallout Shelter puts you in control of a state-of-the-art underground Vault from Vault-Tec. Build the perfect Vault, keep your Dwellers happy, and protect them from the dangers of the Wasteland.
             

              Vault-Tec has provided the tools, but the rest is up to you. What are you waiting for? Get started building your Vault today for free."
Sonic and the Secret Rings,"Feb 20, 2007","['Sega', 'Sonic Team']",1.9,362.0,362.0,['Platform'],"Sonic and the Secret Rings is a three-dimensional platform and action game featuring an on-rails style of movement. Sonic the Hedgehog, the series' main character, is the game's only player character. He is controlled exclusively with the Wii Remote, which is held horizontally like a traditional gamepad."
FTL: Faster Than Light,"Sep 14, 2012",['Subset Games'],3.8,325.0,325.0,"['Indie', 'RPG', 'Simulator', 'Strategy']","In FTL you experience the atmosphere of running a spaceship trying to save the galaxy. It's a dangerous mission, with every encounter presenting a unique challenge with multiple solutions. What will you do if a heavy missile barrage shuts down your shields? Reroute all power to the engines in an attempt to escape, power up additional weapons to blow your enemy out of the sky, or take the fight to them with a boarding party? This ""spaceship simulation roguelike-like"" allows you to take your ship and crew on an adventure through a randomly generated galaxy filled with glory and bitter defeat."
Mario Party 2,"Dec 17, 1999","['Hudson Soft', 'Nintendo']",3.7,348.0,348.0,['Card & Board Game'],"Mario and the gang are back for another round of Bowser-bashin' party action! Watch as your favorite Nintendo characters don different duds for each of the five all-new Adventure Boards! A slew of new tricks and devices bring new levels of challenge and excitement to board game play. New board maps, new Mini-Games, new action and new surprises means a whole new batch of fun! Get ready to unleash your best Hip Drops, hammer swings and high-flying high junks for another round of frenzied multi-player action!"
Attack of the Friday Monsters! A Tokyo Tale,"Jul 17, 2013","['Level-5', 'Millennium Kitchen']",3.7,178.0,178.0,"['Adventure', 'Simulator']","Step into the life of Sohta, the young son of a family that has just set up a dry cleaners shop in the idyllic town of Fuji no Hana. In his interactions with the town's unique residents, episodic mysteries are revealed that portend to the strange events surrounding the appearance of a giant monster every Friday. And finally, when Friday evening falls, the giant monster will appear right before your eyes!
             

              Collect the ""Monster Glims"" scattered around town to form Monster Cards, and once you've collected five cards, Sohta can battle his friends for dominance. Winning at Monster Cards gives you the chance to collect useful information, more Monster Glims, and even to cast a secret spell on your friends that will make them fall down at your whim. Why? Because that's the rules!
             

              A touching drama about family, friendship, and the innocence of being a child unfolds against hand-drawn backgrounds, charming music, and memorable characters."
Animal Crossing,"Dec 14, 2001","['Nintendo', 'Nintendo EAD']",3.9,533.0,533.0,['Simulator'],"Occasionally strange but completely addictive, Nintendo's Animal Crossing for the GameCube is not so much a game as a simulation of life on a small town. Players begin the game by setting out to live life on their own in a colorful town, where they are greeted by a seemingly endless supply of things to do and characters to meet.
             

              Time passes in Animal Crossing in real-time, as the month, day, season, and time of day matches that of the player's. Holiday seasons come and go in Animal Crossing, just as they would in the real world. Experience the freedom to fish, decorate your house, go bug catching, garden, write letters, and even play original Nintendo NES games in this imaginative, and addictive game."
Fire Emblem Fates: Revelation,"Jul 09, 2015","['Intelligent Systems Co., Ltd.', 'Nintendo']",2.3,296.0,296.0,"['RPG', 'Strategy', 'Turn Based Strategy']","Fire Emblem Fates is split into three story paths. Revelation is the third story of the Fire Emblem Fates games and is available as DLC in either of the base games. You need to be have completed Chapter 6 in the either game to access the DLC's path.
             

              Revelations has the scouting missions that are available for experience and money like in Birthright but the mission objectives are more complicated like Conquest. In Revelations, the player chooses to not align with either kingdom and it reveals extra information about the Birthright and Conquest storylines."
Bloodstained: Curse of the Moon,"May 23, 2018",['Inti Creates'],3.6,341.0,341.0,"['Adventure', 'Indie', 'Platform']","“Bloodstained: Curse of the Moon” is packed with the retro charm that made the legendary 2D action games of the 80s so enjoyable.
             

              Take control of one of four characters that can be interchanged at any time during gameplay: The sword-swinging exorcist Zangetsu, the whip-wielding heroine Miriam, the magic using alchemist Alfred, and Gebel, who can turn into a bat and take to the skies.
              
              Finally, you can experience multiple endings depending on how you interact with the characters you meet.
             

              This project is the 8-bit style game promised as a stretch goal of the 2015 Kickstarter campaign for ""Bloodstained: Ritual of the Night."" Backers of the Kickstarter campaign are encouraged to check the Kickstarter page for updates."
Final Fantasy XIII-2,"Dec 15, 2011",['Square Enix'],3.3,482.0,482.0,"['Adventure', 'RPG']","FINAL FANTASY XIII-2 is created with the aim of surpassing the quality of its predecessor in every way, featuring new gameplay systems and cutting-edge visuals and audio. In this game the player has the freedom to choose from a range of possibilities and paths; where their choices affect not only the immediate environment, but even shape time and space!"
Agar.io,"Apr 28, 2015","['Miniclip.com', 'Matheus Valadares']",2.2,81.0,81.0,"['Indie', 'Strategy']","Agar.io is a Massively-multiplayer top-down strategy browser game. In Agar.io, the player manipulates a circular cell using the mouse and keyboard buttons. The goal of the game is to enlarge the cell by swallowing non-player cells which are randomly scattered around the map. Other players that have smaller cells than the player are also able to be swallowed. Originally a browser game, Agar.io entered Steam Greenlight and was subsequently ""Greenlit"" by the community, with the developers indicating that they planned to add more features not available in the web version of the game.
              
              Agar.io has quickly become popular worldwide. Before the Turkish 2015 elections, Agar.io has been used in Turkey for political reasons; some political parties have also used Agar.io in campaign posters as a symbol of support.
              
              Players can also use skins."
Fatal Frame II: Crimson Butterfly,"Nov 27, 2003","['Tecmo Co., Ltd.', 'Ubisoft Entertainment']",4.2,398.0,398.0,['Adventure'],"Crimson Butterfly is the second installment in the Fatal Frame series, although not a direct sequel to the first title, Fatal Frame. The story follows twin sisters Mio and Mayu as they explore an abandoned village and experience encounters with the paranormal. Players must use the Camera Obscura to defeat ghosts and uncover the secrets of the village.
             

              An Xbox port, subtitled Director's Cut, was released in 2004 and included additional features.
              
              a remake of the game titled Project Zero 2: Wii Edition was released for the Wii in 2012 in Europe and Japan."
Ni no Kuni II: Revenant Kingdom,"Mar 23, 2018","['Bandai Namco Entertainment', 'Level-5']",3.3,269.0,269.0,"['Adventure', 'RPG']","The sequel to Ni no Kuni being developed for Windows and PlayStation 4.
              
              Players control Evan Pettiwhisker Tildrum, a young king who was usurped from his castle and sets out to reclaim his kingdom. While players can freely navigate Evan throughout the game's open world, other characters can be controlled during battles against enemies. During these battles, players use magical abilities and elemental creatures known as ""Higgledies"", which are used to cast spells."
Metal Gear,"Jul 13, 1987","['Ultra Games', 'Konami']",2.9,344.0,344.0,"['Adventure', 'Shooter']","Metal Gear is considered to be the progenitor of the stealth game genre, it was also the first video game designed by Hideo Kojima, who also directed many of the later Metal Gear sequels. A heavily altered port was produced for the Famicom/NES (without Kojima's involvement). A remade version based on the original MSX2 game was released as a bonus game in Metal Gear Solid 3: Subsistence for the PlayStation 2 and, as a result, is also included in Metal Gear Solid HD Collection and Metal Gear Solid: The Legacy Collection.
             

              The game revolves around a special forces operative codenamed Solid Snake who goes into a solo infiltration mission into the fortified state of Outer Heaven to destroy Metal Gear, a bipedal walking tank capable of launching nuclear missiles from anywhere in the world.
             

              The player must navigate the main character, a military operative codenamed Solid Snake, through various locations, while avoiding visual contact and direct confrontation with patrolling guards. If the player is seen, the game enters the ""Alert Mode."" In this situation, Snake must escape from enemy's sight in order to resume infiltration. The method of escaping varies depending on the circumstances behind discovery:
             

              If Snake is seen and only a single exclamation mark appears over an enemy's head, only the enemies in the player's present screen will attack and Snake can escape by simply moving to an adjacent screen.
              
              However, if two exclamation marks appear over the enemy (or the player triggers an alarm by being spotted by a camera, infrared sensor or by using an unsuppressed weapon), reinforcements from off-screen will appear as well. Snake can only escape by eliminating all incoming enemies, going outdoors, or by entering an elevator.
              
              The player starts the game unarmed, but eventually acquires firearms such as a Beretta 92F and an M79 grenade launcher, as well as explosives such as remote control missiles and landmines. Ammo and supplies for weapons are limited, but are replenished by picking up ammunition caches or additional supplies. Weapons can not only be used to kill enemies, but also to clear obstacles such as hollow walls and electrified floors. Snake can also use his fists to punch and defeat patrolling enemies. Occasionally, if the player defeats a guard with punches without alerting anyone, the defeated guard will yield a single unit of rations or an ammo box that can be picked up. In addition to enemy guards, the player will also be confronted by mercenaries who will challenge the player to combat, serving as the boss characters.
             

              The enemy base consists of three different buildings, with multiple floors (including basement levels) within them. The player uses key cards and other items to unlock doors and explore new areas. Each door will only open to its corresponding key cards. Information can be obtained by rescuing hostages being held within the buildings. After rescuing five hostages, the player's rank will increase by one star (with the maximum rank being four stars), allowing for increased carrying capacity and maximum health. However, if a hostage is killed, the player is demoted to the previous rank.
             

              A transceiver is available for the player to communicate with their commanding officer, Big Boss, or one of the resistance members operating covertly near Outer Heaven (Schneider, Diane, and Jennifer). Each of Snake's allies specializes in a specific subject. The player must keep track of their allies' frequency numbers in order to contact them. All of the radio messages are dependent on the rooms where the player is located."
Disney's Aladdin,"Nov 21, 1993",['Capcom'],3.4,203.0,203.0,"['Adventure', 'Arcade', 'Platform']","Disney's Aladdin is a 1993 video game developed by Capcom for the Super Nintendo Entertainment System (SNES). Based on the film of the same name, Disney's Aladdin is a 2D side-scrolling video game in which the player characters are Aladdin and his monkey Abu."
Fable II,"Oct 21, 2008","['Lionhead Studios', 'Microsoft Game Studios']",3.6,310.0,310.0,"['Adventure', 'RPG']","Fable 2 is the second game in the fable series by Lionhead Studios, it is an open world role-playing game. It has a simple story line where the hero needs to save Albion from the evil Lord Lucian by collecting together the other three heroes to defeat him. Interactive cut-scenes are a large part of the game however the main character never speaks and all dialogue is uncontrolled.
              
              The game features a large variety of game play and freedom, allowing a player to shape the world around and the characters appearance and moral standing based on decisions throughout the game. The player can also get married both same and opposite sex and bring up children to childhood but no farther, expressions are a lot more interactive with NPC's than before"
Celeste: Farewell,"Sep 09, 2019",['Extremely OK Games'],4.5,58.0,58.0,['Platform'],This DLC adds 100 new levels and 40 minutes of new music to the game.
Axiom Verge 2,"Aug 11, 2021","['Nintendo', 'Thomas Happ Games']",3.4,116.0,116.0,"['Adventure', 'Indie', 'Platform']","You may have played Axiom Verge, or heard it referenced as a benchmark for indie “metroidvania” adventures. Axiom Verge 2 is part of the same story as Axiom Verge 1 but is a completely new game: new characters, new powers, new enemies, and a new world. You can play it before or after the original."
Lightning Returns: Final Fantasy XIII,"Nov 21, 2013",['Square Enix'],3.1,362.0,362.0,['RPG'],"As Lightning, it is your mission to save souls so they may be brought to a new world. However, with only thirteen days remaining, not everyone can be saved. Armed with all-new weapons, player customization and battle abilities, you are in a race against time to fully understand your destiny. It all ends here."
